,Name,JapaneseName,Station,Restaurant_Type_1,Restaurant_Type_2,DinnerLowPrice,DinnerHighPrice,LunchLowPrice,LunchHighPrice,TotalRating,DinnerRating,LunchRating,ReviewNum,Lat,Long,IsJapaneseCuisine
280,saredowa,310 saredowa,Kyoto,Izakaya (Tavern),Creative cuisine,"¥3,000","¥3,999",,,3.38,3.38,,11,34.98856423,135.7550916,TRUE
281,gyokouchokusoukaisensakabaanji,漁港直送 海鮮酒場 あんじ 麩屋町綾小路店,Kawaramachi,Izakaya (Tavern),Seafood,"¥3,000","¥3,999",,,3.53,3.53,3,83,35.00257736,135.7656528,TRUE
282,Rejon,レジョン,Kawaramachi,French,Bistro,"¥4,000","¥4,999","¥1,000","¥1,999",3.4,3.33,3.15,5,35.00434104,135.7646961,FALSE
283,Maruichi,まるいち,Sanjo,Yakiniku (BBQ Beef),Korean cuisine,"¥4,000","¥4,999",,,3.02,3.02,,13,35.00766412,135.7702466,FALSE
284,Osakenobijutsukan,お酒の美術館 河原町三条店,Kyoto Shiyakusho Mae,Bar,Dining bar,"¥1,000","¥1,999","¥1,000","¥1,999",3.06,3.06,3.04,6,35.00851345,135.7692111,TRUE
285,wainandooyasaibarubejibaru,ワイン＆お野菜バル ベジバル,Shijo,Italian,Wine bar,"¥4,000","¥4,999","¥2,000","¥2,999",3.51,3.51,3.24,33,35.00276905,135.7567664,FALSE
286,kaitoshirowainnobarukakimaru,貝と白ワインのバル KAKIMARU 綾小路店,Kawaramachi,Bar,Izakaya (Tavern),"¥3,000","¥3,999",,,3.31,3.31,,10,35.00251013,135.7647382,TRUE
287,Yudoufutakemura,湯どうふ 竹むら,Arashiyama,Tofu,Yuba,"¥3,000","¥3,999","¥3,000","¥3,999",3.5,3.18,3.52,47,35.01748616,135.6768201,TRUE
288,ajiromanishigamatei,味浪漫いしがま亭,Gion Shijo,Izakaya (Tavern),Kyoto Cuisine,"¥4,000","¥4,999","¥1,000","¥1,999",3.12,3.07,3.21,27,35.00212499,135.7703708,TRUE
289,Giombansankyoushoku,祇園 晩餐 京色,Gion Shijo,Izakaya (Tavern),Tempura,"¥5,000","¥5,999",,,3,3,,5,35.00474394,135.7737945,TRUE
290,Kyouhorumonhana,京ホルモン花,Kujo,Izakaya (Tavern),Horumon (BBQ Offel),"¥2,000","¥2,999",,,3.06,3.06,,10,34.9816928,135.7583544,TRUE
291,Bar PLAYGROUND,バル　プレイグラウンド,Imadegawa,Bar,Wine bar,"¥3,000","¥3,999","¥1,000","¥1,999",3.06,3.06,3.05,2,35.02956428,135.7547553,TRUE
292,Kyameron,キャメロン,Kawaramachi,Steak,French,"¥6,000","¥7,999","¥2,000","¥2,999",3.07,3,3.08,50,35.00071701,135.7663473,FALSE
293,Sumibikazuya,炭火 かず家,Kawaramachi,Izakaya (Tavern),Seafood,"¥3,000","¥3,999",,,3.51,3.51,3.06,21,35.0050144,135.7702609,TRUE
294,Kandumebaruamichi,缶詰BAL Amici,Karasuma,Bar,Izakaya (Tavern),"¥3,000","¥3,999",¥0,¥999,3.05,3.06,,2,35.00635538,135.7549885,TRUE
295,Ikkakujuu,いっかくじゅう 烏丸店,Shijo,Izakaya (Tavern),Teppanyaki,"¥3,000","¥3,999",,,3.29,3.29,3,17,35.00248202,135.7615023,TRUE
296,Jounetsushokusaikyoushoku,情熱食彩 京色,Kawaramachi,Seafood,Kyoto Cuisine,"¥4,000","¥4,999",,,3.08,3.08,3.08,31,35.00334798,135.7669793,TRUE
297,Yakinikumarutomi,焼肉まる富 四条河原町店,Kawaramachi,Yakiniku (BBQ Beef),Izakaya (Tavern),"¥4,000","¥4,999","¥1,000","¥1,999",3.06,3.06,,3,35.0035826,135.769831,TRUE
298,toriiebisu,魚里ゐ夷,Kyoto,Seafood,Izakaya (Tavern),"¥4,000","¥4,999",,,3.51,3.51,3.07,20,34.98289075,135.7600028,TRUE
299,Kyoutokeburikawa,京都・烟河,Kameoka,Ryokan,Auberge,"¥8,000","¥9,999","¥2,000","¥2,999",3.42,3.49,3.45,27,35.02188926,135.4998709,TRUE
300,Gionyamamoto,祇園 山本,Gion Shijo,Kaiseki (Traditional Japanese),Kyoto Cuisine,"¥10,000","¥14,999","¥10,000","¥14,999",3.06,3.06,3.05,2,35.00533835,135.7759699,TRUE
301,Kappouyoshizen,割烹 吉膳,Gion Shijo,Kappo (Traditional Japanese),Kaiseki (Traditional Japanese),"¥10,000","¥14,999","¥10,000","¥14,999",3.58,3.56,3.5,16,35.00145522,135.7792937,TRUE
302,Nikuryouritobatoyo,肉料理 とばとよ,Karasuma,Beef dishes,Wine bar,"¥4,000","¥4,999",¥0,¥999,3.04,3.04,,3,35.00643287,135.7551302,TRUE
303,jikidoukagura,食堂 かぐら,Nijojo Mae,Kappo (Traditional Japanese),Izakaya (Tavern),"¥4,000","¥4,999",,,3.04,3.04,,2,35.01219614,135.754713,TRUE
304,itaria-nasagura,italiana SAGRA,Gion Shijo,Italian,Wine bar,"¥8,000","¥9,999","¥3,000","¥3,999",3.59,3.6,3.52,76,35.00453502,135.7711453,FALSE
305,Puranchaken,プランチャー健,Gion Shijo,Steak,Creative cuisine,"¥8,000","¥9,999",,,3.53,3.53,,10,35.00429774,135.7764759,TRUE
306,Bansankyoushoku,BANSAN 京色,Karasuma,Yakitori (Grilled chicken),Izakaya (Tavern),"¥3,000","¥3,999",,,3.31,3.31,,23,35.00408133,135.7638407,TRUE
307,Azuki,あずき,Keihan Yamashina,Izakaya (Tavern),Seafood,"¥4,000","¥4,999",,,3,3,,23,34.99017068,135.8160014,TRUE
308,Ichibakouji,市場小路 ジェイアール京都伊勢丹店,Kyoto,Dining bar,Creative cuisine,"¥4,000","¥4,999","¥1,000","¥1,999",3.5,3.45,3.2,68,34.98585234,135.757424,TRUE
309,Sumikatominokouji,棲家・富小路,Kawaramachi,Izakaya (Tavern),Seafood,"¥3,000","¥3,999",,,3.52,3.52,3.05,60,35.00430966,135.7649689,TRUE
310,zensekikoshitsuizakayasakurakomachi,全席個室居酒屋 桜小町 四条烏丸店,Kawaramachi,Izakaya (Tavern),Seafood,"¥3,000","¥3,999",,,3,3,,5,35.00385444,135.7653569,TRUE
311,Imomatsu,いも松,Kyoto,Izakaya (Tavern),Motsu Nabe (Offel Hot Pot),"¥3,000","¥3,999",,,3.07,3.07,,9,34.98934687,135.7563728,TRUE
312,Rakuchin,楽珍,Gion Shijo,Kushi-age (Fried Skewer),Japanese food (other),"¥6,000","¥7,999",,,3.31,3.31,,5,35.00456702,135.7745759,TRUE
313,Mogu piatti,モグピアッティ,Karasuma Oike,Italian,Bar,"¥3,000","¥3,999","¥1,000","¥1,999",3.04,3.04,,4,35.00850498,135.7612626,FALSE
314,sute-kihausupondo,ステーキハウス 听 四条河原町店,Kawaramachi,Steak,Western Food (Other),"¥5,000","¥5,999","¥1,000","¥1,999",3.31,3.27,3.1,40,35.00395673,135.7699799,FALSE
315,Taichirouya,たいちろうや,Nishikyogoku,Izakaya (Tavern),Seafood,"¥5,000","¥5,999",,,3.05,3.05,,3,34.99117387,135.7186397,TRUE
316,Yakinikuhorumongyuuteruryourianiki,焼肉ホルモン・牛テール料理　あにき,Shijo Omiya,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥3,000","¥3,999",¥0,¥999,3.14,3.14,3.12,14,35.00338911,135.7436246,TRUE
317,shioriya,栞屋 烏丸仏光寺店,Shijo,Izakaya (Tavern),Seafood,"¥4,000","¥4,999",,,3.01,3,3.02,25,35.00121602,135.7601425,TRUE
318,Bar MICHIya,Bar MICHIya,Sanjo,Bar,Bar,"¥3,000","¥3,999",,,3.26,3.26,,46,35.0092109,135.7705649,TRUE
319,Kushidainigusumiyakiromanya,浪漫家 四条烏丸店,Shijo,Izakaya (Tavern),Yakitori (Grilled chicken),"¥3,000","¥3,999",,,3.03,3.03,,14,35.00394263,135.7578403,TRUE
320,Daniel's Luce,Daniel's Luce,Kyoto,Italian,,"¥3,000","¥3,999",,,3.04,3.04,,2,34.98778049,135.759121,FALSE
321,Trattoria La Voce,トラットリア ラ・ヴォーチェ,Karasuma,Italian,Pasta,"¥4,000","¥4,999","¥1,000","¥1,999",3.5,3.13,3.53,76,35.00460172,135.7575642,FALSE
322,Saketosakanatootokomaeshokudou,酒と魚とオトコマエ食堂,Kyoto,Izakaya (Tavern),Seafood,"¥3,000","¥3,999","¥3,000","¥3,999",3,3,3.03,5,34.98769275,135.760535,TRUE
323,Karyou,迦陵,Gion Shijo,Kyoto Cuisine,Kaiseki (Traditional Japanese),"¥10,000","¥14,999","¥5,000","¥5,999",3.68,3.72,3.71,56,35.00178805,135.7745762,TRUE
324,Kyoutotawahoteruokujoubiagaden,京都タワーホテル 屋上ビアガーデン,Kyoto,Beer garden,BBQ,"¥3,000","¥3,999","¥4,000","¥4,999",3.04,3.04,3.01,15,34.98742999,135.7599737,TRUE
325,kyouchabana,京ちゃばな 南新町店,Kyoto,Okonomiyaki,Izakaya (Tavern),"¥2,000","¥2,999",,,3.12,3.12,,23,34.98908171,135.7569578,TRUE
326,giwonizakayamomojirou,祗園 居酒屋 桃次郎 総本店,Gion Shijo,Izakaya (Tavern),Seafood,"¥5,000","¥5,999",,,3.04,3.04,,15,35.00586023,135.7749774,TRUE
327,zeppinryokuchadashishabunoomiseiemon,絶品 緑茶だししゃぶのお店 煎右衛門,Kyoto,Izakaya (Tavern),Japanese food (other),"¥3,000","¥3,999",,,3.06,3.06,,5,34.98940757,135.7608544,TRUE
328,Kyo gastronomy KOZO,Kyo gastronomy KOZO,Marutamachi,French,Kyoto Cuisine,"¥6,000","¥7,999","¥3,000","¥3,999",3.06,3.06,3.06,12,35.01638282,135.7650545,FALSE
329,Teramachihambagugokurakutombo,寺町ハンバーグ 極楽蜻蛉,Kyoto Shiyakusho Mae,Hamburger Steak,Western Cuisine,"¥3,000","¥3,999","¥1,000","¥1,999",3.04,3.03,3.04,6,35.01416698,135.7674096,FALSE
330,Karasumarugenkiichiba,烏丸元気市場,Karasuma Oike,Izakaya (Tavern),Seafood,"¥3,000","¥3,999",,,3.04,3.05,,12,35.01037447,135.7591983,TRUE
331,Ikkon,いっこん,Nijojo Mae,Kappo (Traditional Japanese),,"¥4,000","¥4,999",,,3.06,3.06,,4,35.01127011,135.7539906,TRUE
332,Taketorineo,竹とりNEO,Kuramaguchi,Izakaya (Tavern),Yakitori (Grilled chicken),"¥4,000","¥4,999",,,3.15,3.15,,11,35.03784682,135.759747,TRUE
333,kyouyasaitosousakuryourinakaya,京野菜と創作料理 中家,Saiin,Izakaya (Tavern),Dandan noodles,"¥3,000","¥3,999",,,3.04,3.04,,12,35.00235789,135.7311296,TRUE
334,Grelot,グレロ,Gion Shijo,French,Western Cuisine,"¥6,000","¥7,999","¥3,000","¥3,999",3.45,3.23,3.24,16,35.00183731,135.7741666,FALSE
335,kyoutoteppantachibana,京都 鉄板 たちばな,Shijo,Teppanyaki,Okonomiyaki,"¥3,000","¥3,999",¥0,¥999,3.03,3.03,3.02,11,35.00145124,135.7584504,TRUE
336,Itameshioriva,イタメシOliva,Gion Shijo,Italian,Bar,"¥3,000","¥3,999",,,3.27,3.27,,5,35.00575974,135.7710062,FALSE
337,CRAFT BEER & PIZZA 100K HYAKKEI,クラフトビール&ピザ 100K,Kyoto,Italian,Pizza,"¥1,000","¥1,999",¥0,¥999,3,3,3,8,34.98935202,135.7608805,FALSE
338,Shunsaidaininguitokoya,旬菜ダイニング eーとこ屋,Sanjo,Izakaya (Tavern),Vegetable dishes,"¥3,000","¥3,999",,,3.06,3.06,,4,35.00743997,135.7697725,TRUE
339,Izakayaanji,居酒屋 あんじ 烏丸六角店,Karasuma Oike,Izakaya (Tavern),Seafood,"¥3,000","¥3,999",,,3.45,3.45,,67,35.00721178,135.7608094,TRUE
340,Bankokugaden,バンコクガーデン,Marutamachi,Thailand cooking,Thai Curry,"¥2,000","¥2,999",¥0,¥999,3.08,3.02,3.09,34,35.01571258,135.7636299,FALSE
341,Yakinikubaruyaruki,焼肉バル やる気 四条河原町店,Kawaramachi,Yakiniku (BBQ Beef),Bar,"¥3,000","¥3,999",,,3.06,3.06,,4,35.00543734,135.7693671,TRUE
342,Osuteriaebaruporenta,オステリア エ バール ポレンタ,Kawaramachi,Italian,Wine bar,"¥5,000","¥5,999",,,3.53,3.52,3.08,22,35.00068592,135.7670064,FALSE
343,Tajimaya,但馬屋 京都ヨドバシ店,Kyoto,Shabu Shabu (Japanese Steamboat),Sukiyaki,"¥2,000","¥2,999",¥0,¥999,3,3.01,3,26,34.98808435,135.7590418,TRUE
344,Torisei,鳥せい 京都タワーサンド店,Kyoto,Izakaya (Tavern),Yakitori (Grilled chicken),"¥2,000","¥2,999",¥0,¥999,3.16,3.15,3.07,21,34.98756108,135.7593493,TRUE
345,Old School wine and spirits,Old School wine and spirits,Kyoto Shiyakusho Mae,Dining bar,Bar,"¥3,000","¥3,999",,,3.06,3.06,,6,35.0120894,135.7660726,TRUE
346,Tsubakurosupponshokudou,ツバクロ　すっぽん食堂 京都店,Sanjo,Suppon (Soft-shelled Turtle),Hot Pot (other),"¥4,000","¥4,999",,,3.09,3.09,,23,35.0102819,135.7707001,TRUE
347,Rudensu,ルーデンス,Marutamachi,Italian,Vegetable dishes,"¥10,000","¥14,999","¥5,000","¥5,999",3.46,3.46,3.06,4,35.01396579,135.7617601,FALSE
348,zensekikoshitsuizakayataketorigoten,全席個室居酒屋 竹取御殿 山科駅直結店,Keihan Yamashina,Izakaya (Tavern),Yakitori (Grilled chicken),"¥3,000","¥3,999",,,3,3,,6,34.99150943,135.8166991,TRUE
349,Arata,あらた 四条堀川店,Omiya,Okonomiyaki,Teppanyaki,"¥2,000","¥2,999",¥0,¥999,3.3,3.3,,3,35.00378263,135.7525751,TRUE
350,Hachisei,八清,Tambaguchi,Kyoto Cuisine,Kaiseki (Traditional Japanese),"¥6,000","¥7,999","¥2,000","¥2,999",3.02,3.03,3.02,4,34.99517337,135.7466878,TRUE
351,Sentojemusukurabu,SENT JAMES CLUB 本店,Gion Shijo,Bar,,"¥2,000","¥2,999",,,3.09,3.1,3.02,47,35.00282131,135.7706827,TRUE
352,Kyoutonishikitempurasakabataneshichi,京都 錦 天ぷら酒場 たね七,Karasuma,Tempura,Izakaya (Tavern),"¥2,000","¥2,999",¥0,¥999,3.06,3.06,3.06,12,35.0047299,135.7632265,TRUE
353,Roti Chicken&Jackie Tacos,ロテイー チキンアンドジャッキー タコス,Shijo,Mexico cuisine,Bar,"¥2,000","¥2,999","¥1,000","¥1,999",3.53,3.5,3.52,67,35.00042871,135.7602,FALSE
354,Gurugurudon,グルグルどん,Nijo,Okonomiyaki,Teppanyaki,"¥2,000","¥2,999",¥0,¥999,3.05,3.05,,1,35.01231671,135.7405,TRUE
355,Rohan,露飯,Karasuma,Izakaya (Tavern),Seafood,"¥2,000","¥2,999",,,3.05,3.05,,11,35.00523698,135.7604515,TRUE
356,Jukuseiyakinikupondo,熟成焼肉 听 京都駅前店,Kyoto,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥5,000","¥5,999","¥1,000","¥1,999",3.13,3.12,3.06,14,34.98910729,135.7585868,TRUE
357,kyoumachiyaitarianronkusu,京町家イタリアンろんくす,Kawaramachi,Italian,Sumibiyaki,"¥5,000","¥5,999","¥2,000","¥2,999",3,3,3.05,15,35.00032122,135.7661754,FALSE
358,Shunkouhinaka,旬肴　ひなか,Gion Shijo,Kappo (Traditional Japanese),Kyoto Cuisine,"¥5,000","¥5,999",,,3.05,3.05,,9,35.00485637,135.7708478,TRUE
359,Fujiwara,ふじ原,Gion Shijo,Kappo (Traditional Japanese),Kyoto Cuisine,"¥10,000","¥14,999",,,3.55,3.54,3.12,20,35.00457427,135.7758685,TRUE
360,Tarou,太郎,Imadegawa,Kappo (Traditional Japanese),Seafood,"¥3,000","¥3,999",¥0,¥999,3.02,3.03,,6,35.02424678,135.7541186,TRUE
361,Osakekafepuchipuchi,おさけcafe petit * petit,Kawaramachi,Nihonshu (Japanese sake),Cafe,"¥2,000","¥2,999",,,3.05,3.05,,4,35.00658194,135.766187,TRUE
362,MAWARI,近江牛食べ放題 焼肉 囘 河原町店,Kawaramachi,Yakiniku (BBQ Beef),Korean cuisine,"¥3,000","¥3,999",,,3,3,,9,35.00658616,135.769507,FALSE
363,Oumiyaseiemon,近江屋清右衛門,Marutamachi,European-style Curry,Curry rice,"¥1,000","¥1,999","¥1,000","¥1,999",3.54,3.3,3.53,97,35.01755945,135.7546078,FALSE
364,Sanji,さんじ,Marutamachi,Izakaya (Tavern),Japanese food (other),"¥3,000","¥3,999",¥0,¥999,3.05,3.05,,13,35.01381191,135.761301,TRUE
365,Kyouryourimaiko,京料理 舞妓,Gion Shijo,Kyoto Cuisine,Kaiseki (Traditional Japanese),"¥6,000","¥7,999","¥3,000","¥3,999",3.01,3.01,,9,35.00294921,135.7747888,TRUE
366,waingurashiori,Wine蔵しおり,Kyoto,Wine bar,Izakaya (Tavern),"¥4,000","¥4,999",,,3,3,,2,34.98917921,135.7578841,TRUE
367,HOMURA,あかやしろ 焔,Sai,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥4,000","¥4,999",,,3.28,3.28,,28,35.00345478,135.7348459,TRUE
368,Wine Bar Musée,ワインバー ミュゼ,Karasuma,Wine bar,Italian,"¥6,000","¥7,999",,,3.21,3.21,,22,35.00429009,135.7574126,FALSE
369,Gokoumachiono,御幸町ONO,Kawaramachi,Izakaya (Tavern),Oden,"¥4,000","¥4,999",,,3.22,3.22,3.04,6,35.00418081,135.7662735,TRUE
370,Hamachou,浜町,Sanjo,Kaiseki (Traditional Japanese),Izakaya (Tavern),"¥5,000","¥5,999","¥4,000","¥4,999",3.47,3.47,,51,35.00927589,135.7701291,TRUE
371,osakenobijutsukankyoutosanjoukarasumaretoropabu,お酒の美術館 京都三条烏丸レトロパブ,Karasuma Oike,Bar,Pub,"¥1,000","¥1,999",¥0,¥999,3.07,3.07,3.08,14,35.00883713,135.7588903,TRUE
372,Sumibiyakinikuou,炭火焼肉 王,Nishioji Sanjo,Korean cuisine,Yakiniku (BBQ Beef),"¥5,000","¥5,999",,,3.06,3.07,,8,35.00983159,135.7340373,FALSE
373,Kichiri,KICHIRI 河原町,Kawaramachi,Izakaya (Tavern),Dining bar,"¥3,000","¥3,999",,,3.02,3.02,,31,35.00580208,135.7693996,TRUE
374,kyouyakiyomizuhonke,京家 きよみず 本家,Karasuma,Izakaya (Tavern),Kyoto Cuisine,"¥3,000","¥3,999",,,3.41,3.41,,20,35.00235124,135.7639235,TRUE
375,Itariankuatoro,ITALIAN QUATRO 京都駅前店,Kyoto,Italian,,"¥3,000","¥3,999","¥1,000","¥1,999",3.04,3,3.06,45,34.98743021,135.7565487,FALSE
376,fu-zuba-shioriya,Foods bar 栞屋,Fushimi Momoyama,Izakaya (Tavern),Seafood,"¥3,000","¥3,999","¥1,000","¥1,999",3.08,3.09,3.02,27,34.93221704,135.7620672,TRUE
377,SinSin,飲茶BAR シンシン,Shijo,Bar,Chinese,"¥2,000","¥2,999",,,3.14,3.14,,9,35.00427092,135.757407,FALSE
378,Kyoukarasuma,KYOU 饗 Karasuma,Marutamachi,Kappo (Traditional Japanese),Shabu Shabu (Japanese Steamboat),"¥5,000","¥5,999","¥2,000","¥2,999",3.04,3.01,3.05,3,35.01704487,135.7592407,TRUE
379,konana,こなな 四条店,Karasuma,Pasta,Cafe,"¥1,000","¥1,999","¥1,000","¥1,999",3,3.05,3,21,35.00481871,135.7612222,TRUE
380,Eijuan,栄寿庵,Kyoto,Kyoto Cuisine,Kaiseki (Traditional Japanese),"¥5,000","¥5,999","¥2,000","¥2,999",3,3.04,3,6,34.98689441,135.7549919,TRUE
381,Youfuushuzenumakarou,洋風酒膳うまかろう,Higashi Muko,Izakaya (Tavern),Dining bar,"¥2,000","¥2,999",,,3,3,,1,34.95235865,135.7071078,TRUE
382,kyoutogyuukaisekiinayoshi,京都牛懐石 稲吉,Gion Shijo,Kaiseki (Traditional Japanese),Beef dishes,"¥10,000","¥14,999","¥3,000","¥3,999",3.52,3.5,3.38,36,35.00618596,135.7712327,TRUE
383,Sumibikushiyakitsujiya,炭火串焼 つじや 本店,Marutamachi,Yakitori (Grilled chicken),Izakaya (Tavern),"¥3,000","¥3,999",¥0,¥999,3.19,3.14,3.1,29,35.0147079,135.7593369,TRUE
384,Koji,Cozy,Nijojo Mae,Western Cuisine,Buffet style,"¥4,000","¥4,999","¥2,000","¥2,999",3.21,3.06,3.39,60,35.01268438,135.752712,FALSE
385,Iharada,いはら田,Tambaguchi,Kyoto Cuisine,Kaiseki (Traditional Japanese),"¥10,000","¥14,999",,,3.91,3.91,,52,34.99053049,135.7322121,TRUE
386,gionkurashita,祇園 くらした,Gion Shijo,Kyoto Cuisine,Kaiseki (Traditional Japanese),"¥10,000","¥14,999","¥3,000","¥3,999",3.39,3.41,3.02,20,35.00242422,135.7756503,TRUE
387,Furenchimanjunia,フレンチマンJr,Shijo,Bistro,Seafood,"¥3,000","¥3,999",,,3.39,3.34,3.12,9,35.00218866,135.7581801,TRUE
388,Kaisen,海鮮,Kawaramachi,Izakaya (Tavern),Seafood,"¥2,000","¥2,999","¥2,000","¥2,999",3.04,3.04,,3,35.00642979,135.7696398,TRUE
389,Karibunoutage,カリブの宴,Okubo,Yakitori (Grilled chicken),Kushi-age (Fried Skewer),"¥4,000","¥4,999",,,3.03,3.04,,5,34.87262814,135.7768822,TRUE
390,Teppou,てっぽう,Fushimi,Izakaya (Tavern),Hot Pot (other),"¥4,000","¥4,999",,,3.06,3.06,,9,34.94646575,135.759599,TRUE
391,Kyouryouriyumekaisekitaniguchi,京料理夢懐石 谷ぐち,Marutamachi,Kyoto Cuisine,Kaiseki (Traditional Japanese),"¥6,000","¥7,999","¥4,000","¥4,999",3.51,3.51,3.5,6,35.01692026,135.7651078,TRUE
392,Kinnotsubasaerudoru,金の翼 エルドール,Karasuma,Izakaya (Tavern),Korean cuisine,"¥3,000","¥3,999","¥1,000","¥1,999",3,3.01,3,23,35.00481651,135.7624763,FALSE
393,Umekoujikorabo,梅小路コラボ,Tambaguchi,Italian,Pasta,"¥3,000","¥3,999","¥1,000","¥1,999",3.06,3,3.06,11,34.98952697,135.7432511,FALSE
394,Yoshina,よし菜,Sanjo,Kyoto Cuisine,Kaiseki (Traditional Japanese),"¥5,000","¥5,999",,,3.51,3.51,,33,35.00674979,135.7711555,TRUE
395,Zakicchinsaruvatorekuomo,ザ キッチン サルヴァトーレ クオモ 京都,Kyoto,Italian,Cafe,"¥3,000","¥3,999","¥1,000","¥1,999",3.49,3.37,3.48,196,34.98585234,135.757424,FALSE
396,Kyounosakanakatsugi,京の魚 擔,Gion Shijo,Kappo (Traditional Japanese),Seafood,"¥5,000","¥5,999","¥3,000","¥3,999",3.06,3.06,,3,35.00469111,135.7706634,TRUE
397,Kawamuraryourihei,川村料理平 御幸町店,Kawaramachi,Izakaya (Tavern),Japanese food (other),"¥3,000","¥3,999","¥1,000","¥1,999",3.07,3,3.08,24,35.00525403,135.7662821,TRUE
398,Kyoutokimurayahonten,京都木村屋本店,Kyoto,Izakaya (Tavern),Motsu Nabe (Offel Hot Pot),"¥3,000","¥3,999","¥1,000","¥1,999",3,3,3.03,48,34.98605931,135.7605718,TRUE
399,Kyouyakiyomizu,京家 きよみず 木屋町,Kawaramachi,Izakaya (Tavern),Kyoto Cuisine,"¥3,000","¥3,999",,,3.3,3.3,,7,35.00456972,135.7699674,TRUE
400,Tsushima,対馬,Shijo Omiya,Izakaya (Tavern),Seafood,"¥1,000","¥1,999","¥3,000","¥3,999",3.5,3.47,3.12,18,35.00508204,135.7469901,TRUE
401,Sherikurabu,しぇりークラブ 京都･石塀小路,Gion Shijo,Bar,Spain,"¥5,000","¥5,999",,,3.39,3.39,,21,35.00091471,135.7787854,FALSE
402,kaisekifuransuryourigurumantachibana,懐石フランス料理 グルマン橘,Kyoto,French,Western Cuisine,"¥8,000","¥9,999","¥4,000","¥4,999",3.18,3,3.39,12,34.98616194,135.7525047,FALSE
403,THE ROCKIN' HEARTS,ザ・ロッキンハーツ,Uji,Dining bar,Curry rice,"¥1,000","¥1,999",¥0,¥999,3.07,3.05,3.08,11,34.88969075,135.8010081,TRUE
404,wainshokudouumiusagi,ワイン食堂UmiUsagi,Karasuma,Italian,Wine bar,"¥4,000","¥4,999","¥1,000","¥1,999",3.13,3.13,,21,35.0027437,135.7639177,FALSE
405,Soufuku,素福,Sanjo,Steak,Teppanyaki,"¥8,000","¥9,999",,,3.03,3.03,,5,35.01012486,135.7707032,TRUE
406,Baruagiyao,バル agiyao,Gojo,Bar,Seafood,"¥5,000","¥5,999",,,3.57,3.57,3.05,15,34.99662708,135.7611651,TRUE
407,Danieruzusore,ダニエルズソーレ,Karasuma,Italian,Pizza,"¥3,000","¥3,999","¥1,000","¥1,999",3.21,3.05,3.37,51,35.00545311,135.7627107,FALSE
408,Shuuhou,秀峰,Kujo,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥5,000","¥5,999",,,3.06,3.06,,6,34.97578732,135.7586391,TRUE
409,Amakudoparadhikambaikan,アマーク ド パラディ 寒梅館,Imadegawa,Cafe,Italian,"¥3,000","¥3,999",¥0,¥999,3.39,3.1,3.32,59,35.0313325,135.7591606,FALSE
410,Shikisaishiwori,四季彩しをり,Gion Shijo,Kyoto Cuisine,Seafood,"¥5,000","¥5,999","¥2,000","¥2,999",3.2,3.2,,6,35.00272743,135.7706252,TRUE
411,Kyouwazentainotai,京和膳 鯛廼鯛,Karasuma,Kyoto Cuisine,Kaiseki (Traditional Japanese),"¥5,000","¥5,999","¥2,000","¥2,999",3.42,3.23,3.39,3,35.00621144,135.7579386,TRUE
412,Nagamegawapontochouhana,眺河　先斗町～華～,Gion Shijo,Kaiseki (Traditional Japanese),Tofu,"¥5,000","¥5,999","¥3,000","¥3,999",3.56,3.55,3.35,36,35.00460557,135.771145,TRUE
413,mekishikandaininguabokado,Mexican Dining AVOCADO 京都店,Sanjo,Mexico cuisine,Cafe,"¥3,000","¥3,999","¥1,000","¥1,999",3.14,3.08,3.22,58,35.00875594,135.770253,FALSE
414,nikubaruginjirou,肉バル銀次郎 京都駅前西店,Kyoto,Bar,Steak,"¥3,000","¥3,999",,,3.49,3.49,,17,34.98913366,135.757793,TRUE
415,Kyoutofushimigura,京都伏見蔵 烏丸別邸,Karasuma,Izakaya (Tavern),Seafood,"¥3,000","¥3,999",,,3.05,3.05,,5,35.0027397,135.7627259,TRUE
416,yakinikuyaruki,焼肉やる気 西大路五条店,Saiin,Yakiniku (BBQ Beef),Izakaya (Tavern),"¥2,000","¥2,999",,,3,3,,30,34.99775145,135.7319145,TRUE
417,yakinikuyaruki,焼肉やる気 河原町店,Sanjo,Yakiniku (BBQ Beef),Izakaya (Tavern),"¥2,000","¥2,999",,,3.04,3.04,,19,35.0079463,135.7697172,TRUE
418,Aburiya,焙屋,Nishikyogoku,Yakiniku (BBQ Beef),Izakaya (Tavern),"¥4,000","¥4,999",,,3.15,3.15,,13,35.00035775,135.7106983,TRUE
419,nikudokoroikkou,肉処 一幸,Marutamachi,Yakiniku (BBQ Beef),Korean cuisine,"¥4,000","¥4,999",¥0,¥999,3.04,3.04,3.03,12,35.01749665,135.7531123,FALSE
420,yakinikuyaruki,焼肉やる気 新堀川本店,Fushimi,Yakiniku (BBQ Beef),Izakaya (Tavern),"¥2,000","¥2,999",,,3.02,3.02,,21,34.94446056,135.7521497,TRUE
421,LOBUTA,ろぶた,Mototanaka,Izakaya (Tavern),Korean cuisine,"¥2,000","¥2,999",,,3.05,3.06,,2,35.03361987,135.7812251,FALSE
